filename,section|field|value
form_76.pdf,section5|קופת חולים/כללית|
form_76.pdf,section5|קופת חולים/מאוחדת|
form_76.pdf,section5|קופת חולים/מכבי|
form_76.pdf,section5|קופת חולים/לאומית|V
form_77.pdf,header|אל קופ״ח/בי״ח|מרחביה )מושב(
form_77.pdf,header|תאריך מילוי הטופס|2  2  0  9  2  0  2  3
form_77.pdf,header|תאריך קבלת הטופס בקופה|1  9  1  0  2  0  2  3
form_77.pdf,section1|תאריך הפגיעה|0  9  0  1  2  0  2  3
form_77.pdf,section2|שם משפחה|אופיר
form_77.pdf,section2|שם פרטי|רהף
form_77.pdf,section2|ת.ז|7  6  9  1  8  5  2  0  6  2
form_77.pdf,section2|תאריך לידה|0 7 0 1 2 0 2 3
form_77.pdf,section2|רחוב|ש ציונים כלליים
form_77.pdf,section2|מס' בית|128
form_77.pdf,section2|כניסה|3
form_77.pdf,section2|דירה|17
form_77.pdf,section2|יישוב|כפר מסריק
form_77.pdf,section2|מיקוד|187775
form_77.pdf,section2|טלפון קווי|0  5  4  9  8  8  6  0  2  7
form_77.pdf,section2|טלפון נייד|0  5  4  5  7  0  6  3  7  3
form_77.pdf,section3|בתאריך|05.10.2023
form_77.pdf,section3|בשעה|18:09
form_77.pdf,section3|כאשר עבדתי ב|נהיגה
form_77.pdf,section3|נסיבות הפגיעה / תיאור התאונה|איבוד שיווי משקל על משטח חלק במהלך העבודה.
form_77.pdf,section3|האיבר שנפגע|רגל ימין
form_77.pdf,section4|שם המבקש|עלי חיים
form_77.pdf,section4|חתימה|
form_77.pdf,section5|אבחנה רפואית 1|8  1  3  5
form_77.pdf,section5|אבחנה רפואית 2|8  8  1  1
form_77.pdf,section2|מין/זכר|
form_77.pdf,section2|מין/נקבה|V
form_77.pdf,section3|מקום התאונה/מפעל|
form_77.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_77.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_77.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_77.pdf,section3|מקום התאונה/אחר|V
form_77.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_77.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_77.pdf,section5|קופת חולים/כללית|
form_77.pdf,section5|קופת חולים/מאוחדת|
form_77.pdf,section5|קופת חולים/מכבי|V
form_77.pdf,section5|קופת חולים/לאומית|
form_78.pdf,header|אל קופ״ח/בי״ח|רמות מנשה
form_78.pdf,header|תאריך מילוי הטופס|2  8  0  5  2  0  2  3
form_78.pdf,header|תאריך קבלת הטופס בקופה|1  6  0  7  2  0  2  3
form_78.pdf,section1|תאריך הפגיעה|1  4  0  3  2  0  2  3
form_78.pdf,section2|שם משפחה|דהן
form_78.pdf,section2|שם פרטי|תאלא
form_78.pdf,section2|ת.ז|8  5  8  2  1  3  9  9  1  7
form_78.pdf,section2|תאריך לידה|2 5 0 4 2 0 2 3
form_78.pdf,section2|רחוב|המשור
form_78.pdf,section2|מס' בית|16
form_78.pdf,section2|כניסה|2
form_78.pdf,section2|דירה|28
form_78.pdf,section2|יישוב|תלמי אליהו
form_78.pdf,section2|מיקוד|513656
form_78.pdf,section2|טלפון קווי|0  5  4  6  3  5  1  0  8  0
form_78.pdf,section2|טלפון נייד|0  5  4  6  2  0  0  5  3  8
form_78.pdf,section3|בתאריך|20.10.2023
form_78.pdf,section3|בשעה|10:49
form_78.pdf,section3|כאשר עבדתי ב|מכירות
form_78.pdf,section3|נסיבות הפגיעה / תיאור התאונה|החלקה על מדרגה חלקלקה בעת תפקיד.
form_78.pdf,section3|האיבר שנפגע|יד שמאל
form_78.pdf,section4|שם המבקש|אמילי עמאש
form_78.pdf,section4|חתימה|
form_78.pdf,section5|אבחנה רפואית 1|8  8  5  9
form_78.pdf,section5|אבחנה רפואית 2|2  0  0  8
form_78.pdf,section2|מין/זכר|
form_78.pdf,section2|מין/נקבה|V
form_78.pdf,section3|מקום התאונה/מפעל|
form_78.pdf,section3|מקום התאונה/ת. דרכים בעבודה|V
form_78.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_78.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_78.pdf,section3|מקום התאונה/אחר|
form_78.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_78.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_78.pdf,section5|קופת חולים/כללית|
form_78.pdf,section5|קופת חולים/מאוחדת|V
form_78.pdf,section5|קופת חולים/מכבי|
form_78.pdf,section5|קופת חולים/לאומית|
form_79.pdf,header|אל קופ״ח/בי״ח|מגן
form_79.pdf,header|תאריך מילוי הטופס|0  9  0  3  2  0  2  3
form_79.pdf,header|תאריך קבלת הטופס בקופה|2  7  0  9  2  0  2  3
form_79.pdf,section1|תאריך הפגיעה|2  9  0  7  2  0  2  3
form_79.pdf,section2|שם משפחה|פנחס
form_79.pdf,section2|שם פרטי|חוסין
form_79.pdf,section2|ת.ז|8  9  7  5  9  2  6  4  7  3
form_79.pdf,section2|תאריך לידה|2 2 0 2 2 0 2 3
form_79.pdf,section2|רחוב|נאות אשכול
form_79.pdf,section2|מס' בית|25
form_79.pdf,section2|כניסה|1
form_79.pdf,section2|דירה|14
form_79.pdf,section2|יישוב|שומרה
form_79.pdf,section2|מיקוד|600987
form_79.pdf,section2|טלפון קווי|0  5  4  4  7  7  4  7  3  8
form_79.pdf,section2|טלפון נייד|0  5  4  6  0  2  1  5  4  8
form_79.pdf,section3|בתאריך|20.04.2023
form_79.pdf,section3|בשעה|15:51
form_79.pdf,section3|כאשר עבדתי ב|משרד
form_79.pdf,section3|נסיבות הפגיעה / תיאור התאונה|החלקה על שביל רטוב בעת ביצוע מטלה.
form_79.pdf,section3|האיבר שנפגע|רגל שמאל
form_79.pdf,section4|שם המבקש|אוהד עלי
form_79.pdf,section4|חתימה|signed
form_79.pdf,section5|אבחנה רפואית 1|4  7  5  7
form_79.pdf,section5|אבחנה רפואית 2|7  3  6  8
form_79.pdf,section2|מין/זכר|
form_79.pdf,section2|מין/נקבה|V
form_79.pdf,section3|מקום התאונה/מפעל|
form_79.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_79.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|V
form_79.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_79.pdf,section3|מקום התאונה/אחר|
form_79.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_79.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_79.pdf,section5|קופת חולים/כללית|
form_79.pdf,section5|קופת חולים/מאוחדת|V
form_79.pdf,section5|קופת חולים/מכבי|
form_79.pdf,section5|קופת חולים/לאומית|
form_80.pdf,header|אל קופ״ח/בי״ח|שיטים
form_80.pdf,header|תאריך מילוי הטופס|1  7  1  0  2  0  2  3
form_80.pdf,header|תאריך קבלת הטופס בקופה|0  3  0  6  2  0  2  3
form_80.pdf,section1|תאריך הפגיעה|0  6  0  2  2  0  2  3
form_80.pdf,section2|שם משפחה|עבוד
form_80.pdf,section2|שם פרטי|רבקה
form_80.pdf,section2|ת.ז|1  0  6  3  4  8  9  0  1  4
form_80.pdf,section2|תאריך לידה|0 6 0 4 2 0 2 3
form_80.pdf,section2|רחוב|משעול הסיפן
form_80.pdf,section2|מס' בית|119
form_80.pdf,section2|כניסה|3
form_80.pdf,section2|דירה|14
form_80.pdf,section2|יישוב|עספיא
form_80.pdf,section2|מיקוד|878055
form_80.pdf,section2|טלפון קווי|0  5  4  1  2  7  2  5  4  7
form_80.pdf,section2|טלפון נייד|0  5  4  8  4  9  4  4  2  0
form_80.pdf,section3|בתאריך|12.05.2023
form_80.pdf,section3|בשעה|18:04
form_80.pdf,section3|כאשר עבדתי ב|מכירות
form_80.pdf,section3|נסיבות הפגיעה / תיאור התאונה|איבוד שיווי משקל על מדרגה חלקלקה בעת תפקיד.
form_80.pdf,section3|האיבר שנפגע|ראש
form_80.pdf,section4|שם המבקש|רוני מחאמיד
form_80.pdf,section4|חתימה|signed
form_80.pdf,section5|אבחנה רפואית 1|4  6  9  2
form_80.pdf,section5|אבחנה רפואית 2|9  7  0  2
form_80.pdf,section2|מין/זכר|
form_80.pdf,section2|מין/נקבה|V
form_80.pdf,section3|מקום התאונה/מפעל|
form_80.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_80.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_80.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_80.pdf,section3|מקום התאונה/אחר|V
form_80.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_80.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_80.pdf,section5|קופת חולים/כללית|
form_80.pdf,section5|קופת חולים/מאוחדת|
form_80.pdf,section5|קופת חולים/מכבי|
form_80.pdf,section5|קופת חולים/לאומית|V
form_81.pdf,header|אל קופ״ח/בי״ח|אורטל
form_81.pdf,header|תאריך מילוי הטופס|2  5  0  2  2  0  2  3
form_81.pdf,header|תאריך קבלת הטופס בקופה|0  8  1  2  2  0  2  3
form_81.pdf,section1|תאריך הפגיעה|1  2  0  4  2  0  2  3
form_81.pdf,section2|שם משפחה|אילוז
form_81.pdf,section2|שם פרטי|הילי
form_81.pdf,section2|ת.ז|7  1  3  0  9  2  6  0  1  5
form_81.pdf,section2|תאריך לידה|1 3 0 4 2 0 2 3
form_81.pdf,section2|רחוב|מענית
form_81.pdf,section2|מס' בית|99
form_81.pdf,section2|כניסה|3
form_81.pdf,section2|דירה|17
form_81.pdf,section2|יישוב|שדי תרומות
form_81.pdf,section2|מיקוד|827020
form_81.pdf,section2|טלפון קווי|0  5  4  4  4  2  9  7  8  5
form_81.pdf,section2|טלפון נייד|0  5  4  4  7  5  4  0  8  4
form_81.pdf,section3|בתאריך|08.12.2023
form_81.pdf,section3|בשעה|08:52
form_81.pdf,section3|כאשר עבדתי ב|משרד
form_81.pdf,section3|נסיבות הפגיעה / תיאור התאונה|החלקה על מדרגה חלקלקה במהלך העבודה.
form_81.pdf,section3|האיבר שנפגע|גב
form_81.pdf,section4|שם המבקש|אחמד נתן
form_81.pdf,section4|חתימה|
form_81.pdf,section5|אבחנה רפואית 1|2  0  6  3
form_81.pdf,section5|אבחנה רפואית 2|3  9  9  3
form_81.pdf,section2|מין/זכר|V
form_81.pdf,section2|מין/נקבה|
form_81.pdf,section3|מקום התאונה/מפעל|
form_81.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_81.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_81.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|V
form_81.pdf,section3|מקום התאונה/אחר|
form_81.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_81.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_81.pdf,section5|קופת חולים/כללית|
form_81.pdf,section5|קופת חולים/מאוחדת|V
form_81.pdf,section5|קופת חולים/מכבי|
form_81.pdf,section5|קופת חולים/לאומית|
form_82.pdf,header|אל קופ״ח/בי״ח|בית הלוי
form_82.pdf,header|תאריך מילוי הטופס|0  5  0  5  2  0  2  3
form_82.pdf,header|תאריך קבלת הטופס בקופה|2  0  0  2  2  0  2  3
form_82.pdf,section1|תאריך הפגיעה|0  9  0  4  2  0  2  3
form_82.pdf,section2|שם משפחה|לוי
form_82.pdf,section2|שם פרטי|נגה
form_82.pdf,section2|ת.ז|3  3  1  7  6  3  8  8  4  3
form_82.pdf,section2|תאריך לידה|3 0 1 2 2 0 2 3
form_82.pdf,section2|רחוב|ש סלע חדש
form_82.pdf,section2|מס' בית|20
form_82.pdf,section2|כניסה|2
form_82.pdf,section2|דירה|13
form_82.pdf,section2|יישוב|עזר
form_82.pdf,section2|מיקוד|656732
form_82.pdf,section2|טלפון קווי|0  5  4  8  7  6  5  0  4  5
form_82.pdf,section2|טלפון נייד|0  5  4  2  6  8  2  4  5  9
form_82.pdf,section3|בתאריך|26.01.2023
form_82.pdf,section3|בשעה|15:22
form_82.pdf,section3|כאשר עבדתי ב|מחסן
form_82.pdf,section3|נסיבות הפגיעה / תיאור התאונה|מעידה על רצפה רטובה במהלך העבודה.
form_82.pdf,section3|האיבר שנפגע|גב
form_82.pdf,section4|שם המבקש|ישראל נאסר
form_82.pdf,section4|חתימה|
form_82.pdf,section5|אבחנה רפואית 1|9  8  1  1
form_82.pdf,section5|אבחנה רפואית 2|1  4  6  5
form_82.pdf,section2|מין/זכר|V
form_82.pdf,section2|מין/נקבה|
form_82.pdf,section3|מקום התאונה/מפעל|
form_82.pdf,section3|מקום התאונה/ת. דרכים בעבודה|V
form_82.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_82.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_82.pdf,section3|מקום התאונה/אחר|
form_82.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_82.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_82.pdf,section5|קופת חולים/כללית|V
form_82.pdf,section5|קופת חולים/מאוחדת|
form_82.pdf,section5|קופת חולים/מכבי|
form_82.pdf,section5|קופת חולים/לאומית|
form_83.pdf,header|אל קופ״ח/בי״ח|אור הנר
form_83.pdf,header|תאריך מילוי הטופס|2  5  0  9  2  0  2  3
form_83.pdf,header|תאריך קבלת הטופס בקופה|1  9  0  4  2  0  2  3
form_83.pdf,section1|תאריך הפגיעה|0  2  1  0  2  0  2  3
form_83.pdf,section2|שם משפחה|אלון
form_83.pdf,section2|שם פרטי|אלונה
form_83.pdf,section2|ת.ז|7  0  3  3  0  8  4  0  2  4
form_83.pdf,section2|תאריך לידה|0 4 1 2 2 0 2 3
form_83.pdf,section2|רחוב|איילת השחר )מ ק(
form_83.pdf,section2|מס' בית|120
form_83.pdf,section2|כניסה|3
form_83.pdf,section2|דירה|3
form_83.pdf,section2|יישוב|שעב
form_83.pdf,section2|מיקוד|441326
form_83.pdf,section2|טלפון קווי|0  5  4  4  6  1  1  5  1  2
form_83.pdf,section2|טלפון נייד|0  5  4  1  2  7  8  0  3  7
form_83.pdf,section3|בתאריך|21.09.2023
form_83.pdf,section3|בשעה|17:30
form_83.pdf,section3|כאשר עבדתי ב|מחסן
form_83.pdf,section3|נסיבות הפגיעה / תיאור התאונה|איבוד שיווי משקל על מדרגה חלקלקה בעת ביצוע מטלה.
form_83.pdf,section3|האיבר שנפגע|רגל שמאל
form_83.pdf,section4|שם המבקש|דוד אבראהים
form_83.pdf,section4|חתימה|signed
form_83.pdf,section5|אבחנה רפואית 1|5  9  6  8
form_83.pdf,section5|אבחנה רפואית 2|7  1  4  8
form_83.pdf,section2|מין/זכר|
form_83.pdf,section2|מין/נקבה|V
form_83.pdf,section3|מקום התאונה/מפעל|
form_83.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_83.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_83.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|V
form_83.pdf,section3|מקום התאונה/אחר|
form_83.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_83.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_83.pdf,section5|קופת חולים/כללית|
form_83.pdf,section5|קופת חולים/מאוחדת|
form_83.pdf,section5|קופת חולים/מכבי|V
form_83.pdf,section5|קופת חולים/לאומית|
form_84.pdf,header|אל קופ״ח/בי״ח|מלאה
form_84.pdf,header|תאריך מילוי הטופס|1  9  0  1  2  0  2  3
form_84.pdf,header|תאריך קבלת הטופס בקופה|2  9  0  3  2  0  2  3
form_84.pdf,section1|תאריך הפגיעה|1  6  0  9  2  0  2  3
form_84.pdf,section2|שם משפחה|מועלם
form_84.pdf,section2|שם פרטי|קדם
form_84.pdf,section2|ת.ז|6  4  8  0  0  6  7  4  0  0
form_84.pdf,section2|תאריך לידה|1 9 0 5 2 0 2 3
form_84.pdf,section2|רחוב|בן יהודה
form_84.pdf,section2|מס' בית|111
form_84.pdf,section2|כניסה|2
form_84.pdf,section2|דירה|26
form_84.pdf,section2|יישוב|בית ברל
form_84.pdf,section2|מיקוד|592856
form_84.pdf,section2|טלפון קווי|0  5  4  9  5  4  6  7  2  4
form_84.pdf,section2|טלפון נייד|0  5  4  0  8  5  2  5  4  3
form_84.pdf,section3|בתאריך|16.03.2023
form_84.pdf,section3|בשעה|13:26
form_84.pdf,section3|כאשר עבדתי ב|מכירות
form_84.pdf,section3|נסיבות הפגיעה / תיאור התאונה|איבוד שיווי משקל על מדרגה חלקלקה בעת תפקיד.
form_84.pdf,section3|האיבר שנפגע|יד ימין
form_84.pdf,section4|שם המבקש|איתן ביטון
form_84.pdf,section4|חתימה|
form_84.pdf,section5|אבחנה רפואית 1|0  7  5  2
form_84.pdf,section5|אבחנה רפואית 2|6  6  2  6
form_84.pdf,section2|מין/זכר|
form_84.pdf,section2|מין/נקבה|V
form_84.pdf,section3|מקום התאונה/מפעל|V
form_84.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_84.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_84.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_84.pdf,section3|מקום התאונה/אחר|
form_84.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_84.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_84.pdf,section5|קופת חולים/כללית|V
form_84.pdf,section5|קופת חולים/מאוחדת|
form_84.pdf,section5|קופת חולים/מכבי|
form_84.pdf,section5|קופת חולים/לאומית|
form_85.pdf,header|אל קופ״ח/בי״ח|אביבים
form_85.pdf,header|תאריך מילוי הטופס|2  8  0  8  2  0  2  3
form_85.pdf,header|תאריך קבלת הטופס בקופה|2  3  0  4  2  0  2  3
form_85.pdf,section1|תאריך הפגיעה|1  7  1  1  2  0  2  3
form_85.pdf,section2|שם משפחה|אסולין
form_85.pdf,section2|שם פרטי|אדל
form_85.pdf,section2|ת.ז|6  8  5  2  6  6  5  1  2  3
form_85.pdf,section2|תאריך לידה|1 1 0 6 2 0 2 3
form_85.pdf,section2|רחוב|דודו דותן
form_85.pdf,section2|מס' בית|79
form_85.pdf,section2|כניסה|1
form_85.pdf,section2|דירה|35
form_85.pdf,section2|יישוב|עמיר
form_85.pdf,section2|מיקוד|183445
form_85.pdf,section2|טלפון קווי|0  5  4  5  0  2  8  8  8  0
form_85.pdf,section2|טלפון נייד|0  5  4  0  9  7  0  6  5  7
form_85.pdf,section3|בתאריך|04.02.2023
form_85.pdf,section3|בשעה|18:37
form_85.pdf,section3|כאשר עבדתי ב|משרד
form_85.pdf,section3|נסיבות הפגיעה / תיאור התאונה|מעידה על מדרגה חלקלקה במהלך העבודה.
form_85.pdf,section3|האיבר שנפגע|יד ימין
form_85.pdf,section4|שם המבקש|איילה פלדמן
form_85.pdf,section4|חתימה|
form_85.pdf,section5|אבחנה רפואית 1|5  6  5  1
form_85.pdf,section5|אבחנה רפואית 2|0  0  2  6
form_85.pdf,section2|מין/זכר|V
form_85.pdf,section2|מין/נקבה|
form_85.pdf,section3|מקום התאונה/מפעל|
form_85.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_85.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_85.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|V
form_85.pdf,section3|מקום התאונה/אחר|
form_85.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_85.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_85.pdf,section5|קופת חולים/כללית|
form_85.pdf,section5|קופת חולים/מאוחדת|
form_85.pdf,section5|קופת חולים/מכבי|V
form_85.pdf,section5|קופת חולים/לאומית|
form_86.pdf,header|אל קופ״ח/בי״ח|אור הנר
form_86.pdf,header|תאריך מילוי הטופס|1  3  0  2  2  0  2  3
form_86.pdf,header|תאריך קבלת הטופס בקופה|1  2  0  9  2  0  2  3
form_86.pdf,section1|תאריך הפגיעה|1  1  1  1  2  0  2  3
form_86.pdf,section2|שם משפחה|ספיר
form_86.pdf,section2|שם פרטי|יחיאל
form_86.pdf,section2|ת.ז|1  3  7  6  4  3  7  1  3  5
form_86.pdf,section2|תאריך לידה|0 1 1 1 2 0 2 3
form_86.pdf,section2|רחוב|הדולב
form_86.pdf,section2|מס' בית|74
form_86.pdf,section2|כניסה|2
form_86.pdf,section2|דירה|9
form_86.pdf,section2|יישוב|שעב
form_86.pdf,section2|מיקוד|943871
form_86.pdf,section2|טלפון קווי|0  5  4  2  5  8  4  9  7  1
form_86.pdf,section2|טלפון נייד|0  5  4  1  4  8  7  9  0  8
form_86.pdf,section3|בתאריך|08.08.2023
form_86.pdf,section3|בשעה|19:30
form_86.pdf,section3|כאשר עבדתי ב|מחסן
form_86.pdf,section3|נסיבות הפגיעה / תיאור התאונה|נפילה על שביל רטוב במהלך העבודה.
form_86.pdf,section3|האיבר שנפגע|יד ימין
form_86.pdf,section4|שם המבקש|מיקה פורת
form_86.pdf,section4|חתימה|signed
form_86.pdf,section5|אבחנה רפואית 1|1  0  2  7
form_86.pdf,section5|אבחנה רפואית 2|2  7  5  0
form_86.pdf,section2|מין/זכר|V
form_86.pdf,section2|מין/נקבה|
form_86.pdf,section3|מקום התאונה/מפעל|
form_86.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_86.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_86.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|V
form_86.pdf,section3|מקום התאונה/אחר|
form_86.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_86.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_86.pdf,section5|קופת חולים/כללית|V
form_86.pdf,section5|קופת חולים/מאוחדת|
form_86.pdf,section5|קופת חולים/מכבי|
form_86.pdf,section5|קופת חולים/לאומית|
form_87.pdf,"header|אל קופ״ח/בי״ח|""גבעת כ""""ח"""
form_87.pdf,header|תאריך מילוי הטופס|0  2  0  4  2  0  2  3
form_87.pdf,header|תאריך קבלת הטופס בקופה|0  7  0  5  2  0  2  3
form_87.pdf,section1|תאריך הפגיעה|0  8  0  4  2  0  2  3
form_87.pdf,section2|שם משפחה|לוי
form_87.pdf,section2|שם פרטי|אביה
form_87.pdf,section2|ת.ז|2  4  1  9  3  5  5  8  4  7
form_87.pdf,section2|תאריך לידה|0 1 0 5 2 0 2 3
form_87.pdf,section2|רחוב|כרם חמד
form_87.pdf,section2|מס' בית|124
form_87.pdf,section2|כניסה|2
form_87.pdf,section2|דירה|15
form_87.pdf,section2|יישוב|עין אל-אסד
form_87.pdf,section2|מיקוד|744587
form_87.pdf,section2|טלפון קווי|0  5  4  7  4  2  6  1  1  3
form_87.pdf,section2|טלפון נייד|0  5  4  7  3  4  1  2  1  1
form_87.pdf,section3|בתאריך|25.07.2023
form_87.pdf,section3|בשעה|10:46
form_87.pdf,section3|כאשר עבדתי ב|מכירות
form_87.pdf,section3|נסיבות הפגיעה / תיאור התאונה|נפילה על משטח חלק בעת תפקיד.
form_87.pdf,section3|האיבר שנפגע|יד שמאל
form_87.pdf,section4|שם המבקש|ליה כץ
form_87.pdf,section4|חתימה|
form_87.pdf,section5|אבחנה רפואית 1|2  5  5  6
form_87.pdf,section5|אבחנה רפואית 2|6  8  6  9
form_87.pdf,section2|מין/זכר|
form_87.pdf,section2|מין/נקבה|V
form_87.pdf,section3|מקום התאונה/מפעל|
form_87.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_87.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_87.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_87.pdf,section3|מקום התאונה/אחר|V
form_87.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_87.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_87.pdf,section5|קופת חולים/כללית|V
form_87.pdf,section5|קופת חולים/מאוחדת|
form_87.pdf,section5|קופת חולים/מכבי|
form_87.pdf,section5|קופת חולים/לאומית|
form_88.pdf,header|אל קופ״ח/בי״ח|בית חנניה
form_88.pdf,header|תאריך מילוי הטופס|1  6  1  0  2  0  2  3
form_88.pdf,header|תאריך קבלת הטופס בקופה|2  4  0  1  2  0  2  3
form_88.pdf,section1|תאריך הפגיעה|1  3  0  3  2  0  2  3
form_88.pdf,section2|שם משפחה|נחום
form_88.pdf,section2|שם פרטי|בת שבע
form_88.pdf,section2|ת.ז|4  2  0  2  3  3  3  5  2  8
form_88.pdf,section2|תאריך לידה|2 3 0 6 2 0 2 3
form_88.pdf,section2|רחוב|כפר ילדים נרדים
form_88.pdf,section2|מס' בית|99
form_88.pdf,section2|כניסה|3
form_88.pdf,section2|דירה|8
form_88.pdf,section2|יישוב|אביחיל
form_88.pdf,section2|מיקוד|225264
form_88.pdf,section2|טלפון קווי|0  5  4  4  4  8  3  9  0  8
form_88.pdf,section2|טלפון נייד|0  5  4  9  3  8  9  7  0  3
form_88.pdf,section3|בתאריך|31.10.2023
form_88.pdf,section3|בשעה|09:54
form_88.pdf,section3|כאשר עבדתי ב|מכירות
form_88.pdf,section3|נסיבות הפגיעה / תיאור התאונה|החלקה על רצפה רטובה במהלך העבודה.
form_88.pdf,section3|האיבר שנפגע|רגל ימין
form_88.pdf,section4|שם המבקש|ינאי מזרחי
form_88.pdf,section4|חתימה|signed
form_88.pdf,section5|אבחנה רפואית 1|5  2  1  9
form_88.pdf,section5|אבחנה רפואית 2|2  9  3  4
form_88.pdf,section2|מין/זכר|V
form_88.pdf,section2|מין/נקבה|
form_88.pdf,section3|מקום התאונה/מפעל|
form_88.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_88.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_88.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_88.pdf,section3|מקום התאונה/אחר|V
form_88.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_88.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_88.pdf,section5|קופת חולים/כללית|
form_88.pdf,section5|קופת חולים/מאוחדת|V
form_88.pdf,section5|קופת חולים/מכבי|
form_88.pdf,section5|קופת חולים/לאומית|
form_89.pdf,header|אל קופ״ח/בי״ח|אל סייד
form_89.pdf,header|תאריך מילוי הטופס|2  0  0  8  2  0  2  3
form_89.pdf,header|תאריך קבלת הטופס בקופה|0  3  0  7  2  0  2  3
form_89.pdf,section1|תאריך הפגיעה|0  9  0  1  2  0  2  3
form_89.pdf,section2|שם משפחה|הראל
form_89.pdf,section2|שם פרטי|שילת
form_89.pdf,section2|ת.ז|8  3  6  8  2  8  1  7  6  3
form_89.pdf,section2|תאריך לידה|1 6 0 2 2 0 2 3
form_89.pdf,section2|רחוב|רח 16
form_89.pdf,section2|מס' בית|56
form_89.pdf,section2|כניסה|1
form_89.pdf,section2|דירה|12
form_89.pdf,section2|יישוב|אבו רובייעה )שבט(
form_89.pdf,section2|מיקוד|492653
